OrderNumber,ShippingAddress,Order,AccountNumber,CartNumber
8285828,195 Glen Eagles Dr.,Dispatched,10085741,443655
8285838,"Algonquin, IL 60102",Dispatched,10085744,443670
8285848,48 Henry Smith St.,Dispatched,10085747,443685
8285858,"Rochester, NY 14606",Processing,10085750,443700
8285868,13 Whitemarsh St.,Delivered,10085753,443715
8285878,"Glen Ellyn, IL 60137",Delivered,10085756,443730
8285888,4 Brook Drive,Processing,10085759,443745
8285898,"South Portland, ME 04106",Delivered,10085762,443760
8285908,597 Birch Hill Dr.,Delivered,10085765,443775
8285918,"Hudsonville, MI 49426",Delivered,10085768,443790
8285928,270 Foster Dr.,Processing,10085771,443805
8285938,"Wooster, OH 44691",Processing,10085774,443820
8285948,2 Foster Street,Processing,10085777,443835
8285958,"Leland, NC 28451",Confirmed,10085780,443850
8285968,89 Fieldstone Rd.,Confirmed,10085783,443865
8285978,"Hillsboro, OR 97124",Processing,10085786,443880
8285988,282 Market Dr.,Delivered,10085789,443895
8285998,"Matthews, NC 28104",Dispatched,10085792,443910
8286008,9512 S. Somerset Court,Processing,10085795,443925
8286018,"Lanham, MD 20706",Dispatched,10085798,443940
8286028,387 Rockland Ave.,Dispatched,10085801,443955
8286038,"Salisbury, MD 21801",Processing,10085804,443970
8286048,44 Locust St.,Confirmed,10085807,443985
8286058,"Hoffman Estates, IL 60169",Dispatched,10085810,444000
8286068,66 Highland Court,Dispatched,10085813,444015
8286078,"Suitland, MD 20746",Delivered,10085816,444030
8286088,7460 Middle River Ave.,Dispatched,10085819,444045
8286098,"Dorchester Center, MA 02124",Delivered,10085822,444060
8286108,711 Ivy St.,Dispatched,10085825,444075
8286118,"Flemington, NJ 08822",Delivered,10085828,444090
8286128,962 Peg Shop Road,Dispatched,10085831,444105
8286138,"Paramus, NJ 07652",Confirmed,10085834,444120
8286148,232 Pineknoll St.,Processing,10085837,444135
8286158,"Des Plaines, IL 60016",Dispatched,10085840,444150
8286168,89 NW. Ivy Ave.,Processing,10085843,444165
8286178,"Shakopee, MN 55379",Processing,10085846,444180
8286188,9206 Sulphur Springs St.,Delivered,10085849,444195
8286198,"Latrobe, PA 15650",Dispatched,10085852,444210
8286208,642 Cambridge St.,Processing,10085855,444225
8286218,"Fuquay Varina, NC 27526",Confirmed,10085858,444240
8286228,8069 Blackburn Drive,Processing,10085861,444255
8286238,"Batavia, OH 45103",Confirmed,10085864,444270
8286248,76 South Ave.,Confirmed,10085867,444285
8286258,"Bradenton, FL 34203",Confirmed,10085870,444300
8286268,70 Edgemont Road,Confirmed,10085873,444315
8286278,"Fairhope, AL 36532",Delivered,10085876,444330
8286288,8628 Ohio Street,Processing,10085879,444345
8286298,"Pawtucket, RI 02860",Dispatched,10085882,444360
8286308,45 Bridle Court,Dispatched,10085885,444375
8286318,"Hialeah, FL 33010",Delivered,10085888,444390
8286328,8102 4th St.,Processing,10085891,444405
8286338,"Uniontown, PA 15401",Dispatched,10085894,444420
8286348,957 E. Lookout Ave.,Processing,10085897,444435
8286358,"Dayton, OH 45420",Processing,10085900,444450
8286368,7306 Peg Shop St.,Processing,10085903,444465
8286378,"Ozone Park, NY 11417",Processing,10085906,444480
8286388,9 Somerset St.,Confirmed,10085909,444495
8286398,"Collegeville, PA 19426",Delivered,10085912,444510
8286408,523 Leeton Ridge Street,Dispatched,10085915,444525
8286418,"North Canton, OH 44720",Processing,10085918,444540
8286428,302 North Bay Meadows Dr.,Delivered,10085921,444555
8286438,"Maspeth, NY 11378",Processing,10085924,444570
8286448,63 W. Winchester St.,Delivered,10085927,444585
8286458,"Glasgow, KY 42141",Delivered,10085930,444600
8286468,84 Monroe Rd.,Processing,10085933,444615
8286478,"Zionsville, IN 46077",Delivered,10085936,444630
8286488,76 Brook Ave.,Processing,10085939,444645
8286498,"Fairfax, VA 22030",Processing,10085942,444660
8286508,248 Water St.,Delivered,10085945,444675
8286518,"Freeport, NY 11520",Dispatched,10085948,444690
8286528,79 W. Railroad St.,Confirmed,10085951,444705
8286538,"Linden, NJ 07036",Delivered,10085954,444720
8286548,633 SW. Myers Avenue,Processing,10085957,444735
8286558,"Rockville Centre, NY 11570",Dispatched,10085960,444750
8286568,10 Fairground St.,Delivered,10085963,444765
8286578,"Mesa, AZ 85203",Delivered,10085966,444780
8286588,509 Applegate Street,Dispatched,10085969,444795
8286598,"Eau Claire, WI 54701",Processing,10085972,444810
8286608,776 Front Ave.,Processing,10085975,444825
8286618,"Somerset, NJ 08873",Dispatched,10085978,444840
8286628,58 New Street,Processing,10085981,444855
8286638,"Blackwood, NJ 08012",Confirmed,10085984,444870
8286648,35 Cherry Hill Ave.,Processing,10085987,444885
8286658,"Evansville, IN 47711",Delivered,10085990,444900
8286668,51 High Ridge St.,Dispatched,10085993,444915
8286678,"The Villages, FL 32162",Dispatched,10085996,444930
8286688,7874 Woodsman Street,Processing,10085999,444945
8286698,"Altoona, PA 16601",Processing,10086002,444960
8286708,140 Manor Station Rd.,Confirmed,10086005,444975
8286718,"Centreville, VA 20120",Delivered,10086008,444990
8286728,45 East Dr.,Processing,10086011,445005
8286738,"Trumbull, CT 06611",Processing,10086014,445020
8286748,78 Linden Ave.,Dispatched,10086017,445035
8286758,"Newtown, PA 18940",Processing,10086020,445050
8286768,342 Ocean Street,Confirmed,10086023,445065
8286778,"Lombard, IL 60148",Processing,10086026,445080
8286788,94 North Mill Pond Court,Dispatched,10086029,445095
8286798,"Navarre, FL 32566",Delivered,10086032,445110
8286808,649 Country Club Street,Delivered,10086035,445125
8286818,"Gwynn Oak, MD 21207",Dispatched,10086038,445140
8286828,1 West St.,Dispatched,10086041,445155
8286838,"Grand Rapids, MI 49503",Confirmed,10086044,445170
8286848,112 Market Ave.,Processing,10086047,445185
8286858,"Allentown, PA 18102",Dispatched,10086050,445200
8286868,74 Paris Hill Street,Confirmed,10086053,445215
8286878,"Augusta, GA 30906",Processing,10086056,445230
8286888,74 Sherman Street,Delivered,10086059,445245
8286898,"Dyersburg, TN 38024",Dispatched,10086062,445260
8286908,34 Brandywine Drive,Confirmed,10086065,445275
8286918,"Dracut, MA 01826",Processing,10086068,445290
8286928,92 Yukon St.,Processing,10086071,445305
8286938,"Mount Juliet, TN 37122",Delivered,10086074,445320
8286948,45 S. Jefferson Ave.,Delivered,10086077,445335
8286958,"Lutherville Timonium, MD 21093",Delivered,10086080,445350
8286968,861 Hanover Court,Dispatched,10086083,445365
8286978,"Barrington, IL 60010",Processing,10086086,445380
8286988,865 East Snake Hill Street,Confirmed,10086089,445395
8286998,"Rolling Meadows, IL 60008",Dispatched,10086092,445410
8287008,72 St Louis St.,Dispatched,10086095,445425
8287018,"Holland, MI 49423",Delivered,10086098,445440
8287028,8380 East Sycamore Ave.,Processing,10086101,445455
8287038,"Minot, ND 58701",Confirmed,10086104,445470
8287048,9067 Willow St.,Processing,10086107,445485
8287058,"Sandusky, OH 44870",Delivered,10086110,445500
8287068,4 Corona Road,Delivered,10086113,445515
8287078,"Desoto, TX 75115",Processing,10086116,445530
8287088,8260 Glenridge Court,Dispatched,10086119,445545
8287098,"Bolingbrook, IL 60440",Confirmed,10086122,445560
8287108,9664 Marlborough Street,Confirmed,10086125,445575
8287118,"Skokie, IL 60076",Confirmed,10086128,445590
8287128,56 Brickyard Dr.,Processing,10086131,445605
8287138,"La Vergne, TN 37086",Dispatched,10086134,445620
8287148,977 W. Marlborough Lane,Confirmed,10086137,445635
8287158,"Irvington, NJ 07111",Dispatched,10086140,445650
8287168,8165 Birchwood Rd.,Dispatched,10086143,445665
8287178,"South Bend, IN 46614",Processing,10086146,445680
8287188,784 S. Central Street,Processing,10086149,445695
8287198,"Lake In The Hills, IL 60156",Processing,10086152,445710
8287208,498 W. St Margarets Dr.,Delivered,10086155,445725
8287218,"Spartanburg, SC 29301",Confirmed,10086158,445740
8287228,287 Gonzales St.,Dispatched,10086161,445755
8287238,"Norristown, PA 19401",Processing,10086164,445770
8287248,35 8th Street,Delivered,10086167,445785
8287258,"Danbury, CT 06810",Delivered,10086170,445800
8287268,325 Fieldstone St.,Delivered,10086173,445815
8287278,"Spring Hill, FL 34608",Dispatched,10086176,445830
8287288,84 Valley Farms Street,Dispatched,10086179,445845
8287298,"Lincoln Park, MI 48146",Confirmed,10086182,445860
8287308,8253 East Glen Ridge Street,Processing,10086185,445875
8287318,"Dover, NH 03820",Delivered,10086188,445890
8287328,9565 Beechwood Street,Delivered,10086191,445905
8287338,"Amityville, NY 11701",Processing,10086194,445920
8287348,759 Prairie Court,Delivered,10086197,445935
8287358,"Oceanside, NY 11572",Delivered,10086200,445950
8287368,3 Glen Creek Court,Processing,10086203,445965
8287378,"Ithaca, NY 14850",Confirmed,10086206,445980
8287388,210 Cardinal Ave.,Dispatched,10086209,445995
8287398,"Bronx, NY 10451",Dispatched,10086212,446010
8287408,238 Ketch Harbour Street,Processing,10086215,446025
8287418,"Alpharetta, GA 30004",Processing,10086218,446040
8287428,44 Country Club St.,Confirmed,10086221,446055
8287438,"Glendora, CA 91740",Confirmed,10086224,446070
8287448,9230 Grand Street,Dispatched,10086227,446085
8287458,"Centereach, NY 11720",Dispatched,10086230,446100
8287468,595 Anderson Ave.,Confirmed,10086233,446115
8287478,"Hobart, IN 46342",Confirmed,10086236,446130
8287488,6 West Miller Rd.,Delivered,10086239,446145
8287498,"Beloit, WI 53511",Processing,10086242,446160
8287508,7458 Wilson St.,Delivered,10086245,446175
8287518,"Marcus Hook, PA 19061",Confirmed,10086248,446190
8287528,47 Devonshire Ave.,Delivered,10086251,446205
8287538,"Charlotte, NC 28205",Confirmed,10086254,446220
8287548,8878 Oak Valley Dr.,Processing,10086257,446235
8287558,"Horn Lake, MS 38637",Processing,10086260,446250
8287568,159 Tanglewood Drive,Processing,10086263,446265
8287578,"Joliet, IL 60435",Delivered,10086266,446280
8287588,345 West Ave.,Dispatched,10086269,446295
8287598,"Cartersville, GA 30120",Delivered,10086272,446310
8287608,29 Roehampton Dr.,Dispatched,10086275,446325
8287618,"Edison, NJ 08817",Confirmed,10086278,446340
8287628,9624B West Dunbar Street,Confirmed,10086281,446355
8287638,"West Palm Beach, FL 33404",Dispatched,10086284,446370
8287648,3 Edgefield Street,Processing,10086287,446385
8287658,"Maryville, TN 37803",Processing,10086290,446400
8287668,56 Wilson St.,Processing,10086293,446415
8287678,"Kingsport, TN 37660",Delivered,10086296,446430
8287688,33 Lake View St.,Delivered,10086299,446445
8287698,"Scotch Plains, NJ 07076",Confirmed,10086302,446460
8287708,7823 Forest Circle,Confirmed,10086305,446475
8287718,"Burke, VA 22015",Processing,10086308,446490
8287728,9526 Addison Dr.,Delivered,10086311,446505
8287738,"Barberton, OH 44203",Delivered,10086314,446520
8287748,8587 Manor Station Street,Delivered,10086317,446535
8287758,"Suffolk, VA 23434",Dispatched,10086320,446550
8287768,79 Locust Street,Delivered,10086323,446565
8287778,"Hoboken, NJ 07030",Confirmed,10086326,446580
8287788,25 Laurel Dr.,Confirmed,10086329,446595
8287798,"De Pere, WI 54115",Delivered,10086332,446610
8287808,19 Glen Ridge St.,Processing,10086335,446625
8287818,"Manchester Township, NJ 08759",Confirmed,10086338,446640
8287828,225 N. Newport Drive,Dispatched,10086341,446655
8287838,"Clermont, FL 34711",Delivered,10086344,446670
8287848,2335 Canton Hwy #6,Delivered,10086347,446685
8287858,6 Arch St #9757,Delivered,10086350,446700
8287868,9547 Belmont Rd #21,Processing,10086353,446715
8287878,73 Pittsford Victor Rd,Delivered,10086356,446730
8287888,447 Commercial St Se,Delivered,10086359,446745
8287898,47 Garfield Ave,Delivered,10086362,446760
8287908,3 Mill Rd,Processing,10086365,446775
8287918,136 W Grand Ave #3,Confirmed,10086368,446790
8287928,80 Maplewood Dr #34,Dispatched,10086371,446805
8287938,58 Hancock St,Confirmed,10086374,446820
8287948,808 Calle De Industrias,Processing,10086377,446835
8287958,2859 Dorsett Rd,Dispatched,10086380,446850
8287968,6857 Wall St,Processing,10086383,446865
8287978,169 Journal Sq,Dispatched,10086386,446880
8287988,3 E 31st St #77,Confirmed,10086389,446895
8287998,7 N Dean St,Dispatched,10086392,446910
8288008,85 S State St,Dispatched,10086395,446925
8288018,100 Main St,Delivered,10086398,446940
8288028,6185 Bohn St #72,Delivered,10086401,446955
8288038,2 Sutton Pl S #5727,Dispatched,10086404,446970
8288048,1534 Sidco Dr,Delivered,10086407,446985
8288058,4207 Leon Rd,Confirmed,10086410,447000
8288068,7564 N Academy Ave,Confirmed,10086413,447015
8288078,88 E Saint Elmo Rd,Confirmed,10086416,447030
8288088,75 Westchester Ave,Dispatched,10086419,447045
8288098,89 W 35th St #1,Delivered,10086422,447060
8288108,1 Norris Ave #4095,Confirmed,10086425,447075
8288118,5174 Interstate 45 N,Delivered,10086428,447090
8288128,765 Rock Island Rd,Delivered,10086431,447105
8288138,7979 33  191,Dispatched,10086434,447120
8288148,202 Madison Ave,Delivered,10086437,447135
8288158,56 Corporate Dr,Processing,10086440,447150
8288168,37 Us Highway 12e E #6,Confirmed,10086443,447165
8288178,6734 W Jackson Blvd,Dispatched,10086446,447180
8288188,7 Tomahawk Dr,Dispatched,10086449,447195
8288198,1 Vernon Blvd,Processing,10086452,447210
8288208,2726 Franklin Hill Rd,Confirmed,10086455,447225
8288218,6335 Fort Myer Dr,Delivered,10086458,447240
8288228,220 Old Us Highway 441,Processing,10086461,447255
8288238,77 Central Pky N,Delivered,10086464,447270
8288248,781 Alabama Ave,Dispatched,10086467,447285
8288258,22 Dearborn St,Confirmed,10086470,447300
8288268,21 E 64th Ave,Dispatched,10086473,447315
8288278,9 N Central Ave,Confirmed,10086476,447330
8288288,38 Douglas Rd E #39,Dispatched,10086479,447345
8288298,4929 Sidney St #8276,Confirmed,10086482,447360
8288308,4936 Walcott Rd,Dispatched,10086485,447375
8288318,6760 E Fayette St #9,Delivered,10086488,447390
8288328,6638 S Webster St #491,Dispatched,10086491,447405
8288338,4465 James St,Processing,10086494,447420
8288348,8721 Everett Rd,Delivered,10086497,447435
8288358,6 E Kingsbridge Rd,Processing,10086500,447450
8288368,920 Union Blvd,Delivered,10086503,447465
8288378,5 Secaucus Rd,Processing,10086506,447480
8288388,646 9th St,Dispatched,10086509,447495
8288398,864 Aupuni St,Dispatched,10086512,447510
8288408,9390 Fortin Dr,Dispatched,10086515,447525
8288418,4 Newark St,Delivered,10086518,447540
8288428,8 J St,Dispatched,10086521,447555
8288438,394 Dice Rd #861,Dispatched,10086524,447570
8288448,92 W 39th St #9990,Confirmed,10086527,447585
8288458,9 N Monroe St,Confirmed,10086530,447600
8288468,2 Global Rd,Dispatched,10086533,447615
8288478,23 E Wacker Dr #64,Delivered,10086536,447630
8288488,1 Nw 167th St,Processing,10086539,447645
8288498,1 Frontage Rd,Dispatched,10086542,447660
8288508,5 Columbia,Confirmed,10086545,447675
8288518,14 E 30th St,Processing,10086548,447690
8288528,8 Commercial Ave,Dispatched,10086551,447705
8288538,41 Drive  Hwy 54s S,Dispatched,10086554,447720
8288548,6601 Park Ave #9924,Dispatched,10086557,447735
8288558,4184 E 142nd St,Dispatched,10086560,447750
8288568,1 El Camino Ave #39,Delivered,10086563,447765
8288578,10 Midway Dr,Delivered,10086566,447780
8288588,2 Cottman Ave,Dispatched,10086569,447795
8288598,8926 E 119th St #9,Processing,10086572,447810
8288608,191 Richland St #5,Dispatched,10086575,447825
8288618,8 E 92nd St,Delivered,10086578,447840
8288628,283 Andover St,Dispatched,10086581,447855
8288638,764 Louisville Plac,Confirmed,10086584,447870
8288648,59 W Jackson Blvd #11,Dispatched,10086587,447885
8288658,712 N 5th St,Delivered,10086590,447900
8288668,6 L St #1761,Delivered,10086593,447915
8288678,6126 E 14th St #6,Processing,10086596,447930
8288688,865 Ponce De Leon Blvd,Confirmed,10086599,447945
8288698,896 Pershing Ave,Processing,10086602,447960
8288708,178 Riverdale Rd,Processing,10086605,447975
8288718,4 Pedretti Ave #2,Delivered,10086608,447990
8288728,4 W Sedgley Ave,Delivered,10086611,448005
8288738,31 E Middlefield Rd #8555,Delivered,10086614,448020
8288748,7662 Us Highway 46 #9003,Processing,10086617,448035
8288758,1 Park Ave,Delivered,10086620,448050
8288768,2782 Midland Ave,Confirmed,10086623,448065
8288778,3 Federal Blvd,Processing,10086626,448080
8288788,485 Rolling Rd,Confirmed,10086629,448095
8288798,6605 Federal St,Confirmed,10086632,448110
8288808,505 E 9mile Rd,Confirmed,10086635,448125
8288818,32 Rocklyn Ave,Delivered,10086638,448140
8288828,2953 5th Ave #27,Processing,10086641,448155
8288838,133 Us Highway 206,Processing,10086644,448170
8288848,1 Pershing Ave,Dispatched,10086647,448185
8288858,402 Santa Isabel Ave,Delivered,10086650,448200
8288868,86 Shady Run Rd,Dispatched,10086653,448215
8288878,4 Collier Rd Nw,Processing,10086656,448230
8288888,940 E Jefferson Ave,Processing,10086659,448245
8288898,7753 W 8th,Confirmed,10086662,448260
8288908,53 6  17 M At Bradleys,Dispatched,10086665,448275
8288918,103 Madison Ave,Delivered,10086668,448290
8288928,8788 E 64th Ave,Dispatched,10086671,448305
8288938,831 Vanowen St #5,Dispatched,10086674,448320
8288948,661 Pitkin Ave,Processing,10086677,448335
8288958,3 Avenue Rt 295 #199,Confirmed,10086680,448350
8288968,709 W Waters Ave,Processing,10086683,448365
8288978,27 Spring St,Processing,10086686,448380
8288988,9 Court St,Confirmed,10086689,448395
8288998,82 Westminster Blvd,Confirmed,10086692,448410
8289008,5039 Coffee Rd,Dispatched,10086695,448425
8289018,9 E Thayer Ave #3,Processing,10086698,448440
8289028,1 Highland Ave,Delivered,10086701,448455
8289038,7 E 1st St,Delivered,10086704,448470
8289048,652 5th Ave,Confirmed,10086707,448485
8289058,162 Sunrise Plz,Delivered,10086710,448500
8289068,300 Congers Rd #77,Processing,10086713,448515
8289078,78 152nd Ave #4179,Dispatched,10086716,448530
8289088,956 Sierra Ave,Confirmed,10086719,448545
8289098,4696 Alewa Dr,Confirmed,10086722,448560
8289108,732 Congress St,Confirmed,10086725,448575
8289118,863 E Mcdowell Rd,Delivered,10086728,448590
8289128,82 Us Highway 111,Dispatched,10086731,448605
8289138,8868 S Arroyo Pkwy #996,Delivered,10086734,448620
8289148,25 Keystone Xing,Confirmed,10086737,448635
8289158,491 Main St #893,Processing,10086740,448650
8289168,523 Spencerville Ct,Processing,10086743,448665
8289178,515 S Main St,Dispatched,10086746,448680
8289188,147 E Centre St,Processing,10086749,448695
8289198,989 Wyatt Dr #7,Processing,10086752,448710
8289208,9891 Main St,Confirmed,10086755,448725
8289218,1657 N Green St,Confirmed,10086758,448740
8289228,6437 Date Palm Dr,Confirmed,10086761,448755
8289238,1062 Rd,Dispatched,10086764,448770
8289248,73 Madison Ave,Delivered,10086767,448785
8289258,344 Lyndon St,Delivered,10086770,448800
8289268,3986 Home Life,Delivered,10086773,448815
8289278,68 Dd N #1,Dispatched,10086776,448830
8289288,27 7th St,Dispatched,10086779,448845
8289298,8 Maynesboro St,Delivered,10086782,448860
8289308,7 State St #1,Delivered,10086785,448875
8289318,21 N 14th St,Dispatched,10086788,448890
8289328,45 W 21st St,Processing,10086791,448905
8289338,93 Law Dr,Dispatched,10086794,448920
8289348,976 Cozycroft Ave,Confirmed,10086797,448935
8289358,611 S 2nd St,Dispatched,10086800,448950
8289368,3780 Ronson Rd,Confirmed,10086803,448965
8289378,5 W Irving Park Rd,Confirmed,10086806,448980
8289388,48 Bernardo Cent,Delivered,10086809,448995
8289398,45 S Wells Ave,Confirmed,10086812,449010
8289408,960 Deming Way,Confirmed,10086815,449025
8289418,462 2nd St,Dispatched,10086818,449040
8289428,269 Commercial Dr,Processing,10086821,449055
8289438,8 Commercial Blvd #9,Dispatched,10086824,449070
8289448,739 Stockton Ave,Delivered,10086827,449085
8289458,60 Sunrise Ave,Delivered,10086830,449100
8289468,575 Washington St,Confirmed,10086833,449115
8289478,4634 Anania Dr,Confirmed,10086836,449130
8289488,24 Sw Bridgeport Rd,Confirmed,10086839,449145
8289498,419 N Dixboro Rd #8,Delivered,10086842,449160
8289508,1 W Sierra Madre Blvd #9985,Confirmed,10086845,449175
8289518,9 W Jackson Blvd,Confirmed,10086848,449190
8289528,4974 Rockburn Hill Rd #3,Confirmed,10086851,449205
8289538,8545 S Westshore Blvd,Confirmed,10086854,449220
8289548,258 S Ash Ave,Delivered,10086857,449235
8289558,1 W Green Bay St,Confirmed,10086860,449250
8289568,8 Sylvan Ave,Delivered,10086863,449265
8289578,9 Clove Rd,Dispatched,10086866,449280
8289588,10 Canal St,Processing,10086869,449295
8289598,62 N 3rd St,Processing,10086872,449310
8289608,2607 Market St,Dispatched,10086875,449325
8289618,62 15th Ave #63,Delivered,10086878,449340
8289628,1 Clairemont Mesa Blvd,Confirmed,10086881,449355
8289638,6 N Water St,Confirmed,10086884,449370
8289648,1 S Kresson St,Confirmed,10086887,449385
8289658,4 S 4th St,Dispatched,10086890,449400
8289668,326 Witherspoon St,Delivered,10086893,449415
8289678,66 Hoffman St,Dispatched,10086896,449430
8289688,185 Davis St,Processing,10086899,449445
8289698,20 Simpson Ferry Rd,Dispatched,10086902,449460
8289708,7821 16th St Nw,Dispatched,10086905,449475
8289718,9 Pulaski Park Dr #7,Confirmed,10086908,449490
8289728,63 Baronne St,Processing,10086911,449505
8289738,74 Chestnut St,Dispatched,10086914,449520
8289748,4 Smith St #5,Dispatched,10086917,449535
8289758,4298 E Drinker St,Dispatched,10086920,449550
8289768,80 S 33rd Pl,Processing,10086923,449565
8289778,935 S Padre Island Dr,Delivered,10086926,449580
8289788,3 B Main #117,Confirmed,10086929,449595
8289798,779 Moore St,Processing,10086932,449610
8289808,14 Van Buren St,Delivered,10086935,449625
8289818,7 N Us Highway 67 #96,Delivered,10086938,449640
8289828,31 Mechanic St #9839,Processing,10086941,449655
8289838,881 Route 38,Dispatched,10086944,449670
8289848,6 Monard Dr,Dispatched,10086947,449685
8289858,18 Cowesett Ave,Confirmed,10086950,449700
8289868,684 Albion Rd,Confirmed,10086953,449715
8289878,8700 S Jefferson Rd #676,Processing,10086956,449730
8289888,4407 Chestnut Ridge Dr,Delivered,10086959,449745
8289898,13 Midway Pl,Delivered,10086962,449760
8289908,253 Hamilton Ave #1684,Processing,10086965,449775
8289918,8 W 41st Ave,Confirmed,10086968,449790
8289928,559 Bridge Plz,Confirmed,10086971,449805
8289938,196 Touhy Ave,Dispatched,10086974,449820
8289948,6 W Lincoln Ave,Processing,10086977,449835
8289958,7071 E 7th St #56,Confirmed,10086980,449850
8289968,784 Packerland Dr,Processing,10086983,449865
8289978,7823 N 36th Ave,Confirmed,10086986,449880
8289988,35 Milnor St,Dispatched,10086989,449895
8289998,7 Saint Nicholas Ave,Delivered,10086992,449910
8290008,87 Spencerville Ct #2,Confirmed,10086995,449925
8290018,87 W 32nd St,Dispatched,10086998,449940
8290028,70 W Main St,Dispatched,10087001,449955
8290038,3208 W Touhy Ave,Delivered,10087004,449970
8290048,7 Airway Cir,Delivered,10087007,449985
8290058,54 Whitaker Way,Processing,10087010,450000
8290068,4945 Progress Dr,Processing,10087013,450015
8290078,658 W 30th St,Confirmed,10087016,450030
8290088,8 E 9mile Rd #697,Dispatched,10087019,450045
8290098,7 Ryan Industrial Ct,Delivered,10087022,450060
8290108,7 Mccrea St,Delivered,10087025,450075
8290118,7 Mcwhorter Rd,Confirmed,10087028,450090
8290128,572 Simpson St,Dispatched,10087031,450105
8290138,3493 Camino Ruiz,Dispatched,10087034,450120
8290148,2052 E Semoran Blvd,Delivered,10087037,450135
8290158,9 Main St,Delivered,10087040,450150
8290168,538 Fayetteville Street Mall,Dispatched,10087043,450165
8290178,9875 Sheafe Rd,Processing,10087046,450180
8290188,269 Distribution Way,Confirmed,10087049,450195
8290198,6 E Miraloma Ave,Delivered,10087052,450210
8290208,56 N Wood Ave #25,Dispatched,10087055,450225
8290218,3 Lee Dr #8435,Delivered,10087058,450240
8290228,1831 Everett Rd,Confirmed,10087061,450255
8290238,801 W Belmont Ave,Confirmed,10087064,450270
8290248,61 N Westshore Blvd,Processing,10087067,450285
8290258,6 Old York Rd,Confirmed,10087070,450300
8290268,80 Sw End Blvd,Processing,10087073,450315
8290278,7585 Calle De Industrias,Confirmed,10087076,450330
8290288,250 University Ave #9,Processing,10087079,450345
8290298,78 Eastway Dr,Dispatched,10087082,450360
8290308,196 Waterman Ave #1,Delivered,10087085,450375
8290318,9 Meridian St,Confirmed,10087088,450390
8290328,9514 Mount Vernon Ave,Delivered,10087091,450405
8290338,7 Sw 5th Ave,Processing,10087094,450420
8290348,7675 N Solano Dr,Delivered,10087097,450435
8290358,8229 S Washington Ave,Confirmed,10087100,450450
8290368,686 S Dupont Hwy,Processing,10087103,450465
8290378,88 Norris Ave #2,Confirmed,10087106,450480
8290388,72 W Hampden Ave,Delivered,10087109,450495
8290398,846 Middletown Blvd #427,Delivered,10087112,450510
8290408,5181 N Alma School Rd,Dispatched,10087115,450525
8290418,71 W Indian School Rd,Processing,10087118,450540
8290428,5 Victory Ave,Delivered,10087121,450555
8290438,33 Broadway St #8539,Delivered,10087124,450570
8290448,96 Hook Rd,Delivered,10087127,450585
8290458,1 Sw 72nd Ave,Processing,10087130,450600
8290468,479 Commerce Park,Processing,10087133,450615
8290478,42 Main St,Dispatched,10087136,450630
8290488,4701 N Cocoa Blvd,Confirmed,10087139,450645
8290498,755 135th St,Delivered,10087142,450660
8290508,4714 S Main St,Delivered,10087145,450675
8290518,2 Scott Blvd,Delivered,10087148,450690
8290528,9 Constitution Ave,Dispatched,10087151,450705
8290538,2965 Lake Lizzie Dr,Processing,10087154,450720
8290548,8939 Merrill Field Dr,Delivered,10087157,450735
8290558,8 Leoole St #3,Delivered,10087160,450750
8290568,901 Broughton Ave #7,Processing,10087163,450765
8290578,263 L St #1255,Confirmed,10087166,450780
8290588,84 L St #98,Delivered,10087169,450795
8290598,973 El Camino Real,Processing,10087172,450810
8290608,5652 Wisconsin Ave,Delivered,10087175,450825
8290618,2 Ramona Ave #6,Dispatched,10087178,450840
8290628,901 Highway 74,Delivered,10087181,450855
8290638,237 S French Ave,Processing,10087184,450870
8290648,89 Parade St,Delivered,10087187,450885
8290658,3067 W Wabansia Ave,Processing,10087190,450900
8290668,2 W Kellogg Dr #5,Confirmed,10087193,450915
8290678,3 Aiea Heights #660,Dispatched,10087196,450930
8290688,440 Town Center Dr,Delivered,10087199,450945
8290698,91 Argyle Rd,Delivered,10087202,450960
8290708,4 Hanover Pike,Confirmed,10087205,450975
8290718,615 Main St #3722,Dispatched,10087208,450990
8290728,648 Waihona St #1152,Dispatched,10087211,451005
8290738,689 S Steele St #1887,Dispatched,10087214,451020
8290748,8507 Upland St,Processing,10087217,451035
8290758,577 Page Ave,Processing,10087220,451050
8290768,6 West St #2,Confirmed,10087223,451065
8290778,7 Duluth St,Processing,10087226,451080
8290788,39 Logan Ave #9518,Processing,10087229,451095
8290798,384 N Main St,Dispatched,10087232,451110
8290808,79 E 92nd St,Processing,10087235,451125
8290818,59 W Century Rd,Processing,10087238,451140
8290828,8763 N Front St,Dispatched,10087241,451155
8290838,2 80e E #7867,Confirmed,10087244,451170
8290848,541 N 88th Ave,Processing,10087247,451185
8290858,60 15th Ave,Processing,10087250,451200
8290868,3951 Seaway Dr,Processing,10087253,451215
8290878,2097 N Stonestreet Ave,Dispatched,10087256,451230
8290888,264 Jefferson Hwy #83,Processing,10087259,451245
8290898,40 N Dean St,Delivered,10087262,451260
8290908,365 Zebra Pl,Dispatched,10087265,451275
8290918,859 Franquette Ave,Dispatched,10087268,451290
8290928,58 Calle Arroyo,Delivered,10087271,451305
8290938,8348 1st Ave W,Processing,10087274,451320
8290948,2763 Fort Campbell Blvd #7554,Dispatched,10087277,451335
